,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,total_spent,geolocation_lat,geolocation_lng,spent_rate
6376,012755131a5b785b0ae3291c339a9051,1516,sao paulo,SP,358.98,-23.55948466195392,-46.61446206064973,high
13998,bd5e63976f63b68a4b26160383bceeea,5302,sao paulo,SP,219.9,-23.532125805701536,-46.725699251889765,high
9023,dac388d1802f7c9dab198518fb44753a,75200,pires do rio,GO,296.0,-17.30639780134968,-48.27815633336062,high
31389,a9fff7b5a6d827fc933ee0c180f32dd4,90840,porto alegre,RS,129.0,-30.08265056608161,-51.22237970599537,high
22492,a2de395141e65ad3d059a19c67c497bd,21042,rio de janeiro,RJ,159.99,-22.985703740328145,-43.19039850202768,high
19054,7b7f11928e2451cb0ec7cd2e23a22f79,88034,florianopolis,SC,179.9,-27.57865911904912,-48.50709600207745,high
27888,e839a76df26cb5363c65e76beb9847e1,9171,santo andre,SP,139.9,-23.70007597807146,-46.512702481822366,high
20546,43b64de675e9c2795d681799cae98b4c,28907,cabo frio,RJ,170.0,-22.87819893069184,-42.0153349507779,high
3446,1df0e82c8163bcef08a322f56ab1e21d,5184,sao paulo,SP,535.9,-23.657006211754563,-46.69464166351906,high
12829,e6a842f26a52b4012fa34ab9048e2fb5,13057,campinas,SP,229.99,-22.97370645045876,-47.176513156529566,high
3394,08cf2cba8edcd7fca65853e8be00b0f1,21931,rio de janeiro,RJ,539.9,-22.805776179896323,-43.20393517954484,high
28653,f261a859b60c37ad31e4b1e43725e965,44009,feira de santana,BA,139.0,-12.252350999999944,-38.98326499999996,high
7298,4e5bb34c6f41d0b5b812615c662eea68,58070,joao pessoa,PB,330.0,-7.1577073615364455,-34.8804300677347,high
26578,e965a5500443e3e4746a2230aff2f1db,95900,lajeado,RS,145.9,-29.45957919035882,-51.96768363129545,high
18655,86e628755315897ab9547c87c6ee4df7,56506,arcoverde,PE,180.0,-8.41995880670538,-37.05095807341146,high
23602,40499c54ed0f69e730b9596af397f886,13780,divinolandia,SP,156.99,-21.659389939778173,-46.73813797473669,high
15457,500d69623afb12361c7149ab944981bf,72726,brasilia,DF,200.0,-15.6678915309859,-48.20300988008741,high
13352,1a6bd2815ac4d675cef027a2a2359e3d,28621,nova friburgo,RJ,225.98,-22.32329784745141,-42.546392467226894,high
10629,75c1ef8a4a5dfef887f4fdc9cf843da5,24813,itaborai,RJ,260.0,-22.70666999999997,-42.896109999999965,high
22551,5fe43c878638f310d21749d3bd1d6c7e,13181,sumare,SP,159.98,-22.835616758652723,-47.18815361913,high
20777,15c5d757f031e9277a65de3ba6fd82f4,74210,goiania,GO,169.99,-16.693725048085238,-49.277800778857326,high
20306,b7a2132e279043f2c25eb4e588cc0e25,24431,sao goncalo,RJ,174.0,-22.827206075806263,-43.08632597763122,high
25403,a20e19f70cf92ad5bf8e1339d5ae9316,3190,sao paulo,SP,149.9,-23.565166868168937,-46.57474535997464,high
28478,815a6fdcd37de17a0a77d096aeb2110b,85540,mangueirinha,PR,139.0,-25.94251640593528,-52.16806474004835,high
24621,dffbd155fea2751a4e0b86c1f5173f5c,4348,sao paulo,SP,149.99,-23.646014863725537,-46.65027191909516,high
10033,dd530943f0b4dc288d2f18098cc2e14d,93025,sao leopoldo,RS,274.0,-29.777429782822736,-51.16438266988546,high
9855,8bc85b1061383d0dcd4e995a726da763,76160,sanclerlandia,GO,278.8,-16.198963890864043,-50.31227642007455,high
12149,65cb8ff2ee739f679b88f1e85abf489b,89108,massaranduba,SC,239.95999999999998,-26.59892353667944,-48.99279267408672,high
21757,cff80fcb058e04e496e44149912e56a5,88049,florianopolis,SC,166.99,-27.68485354690382,-48.55820629045023,high
13638,a4b23bd5eba1e18c306351a3f615569a,25020,duque de caxias,RJ,220.63,-22.78420528628237,-43.31477950055586,high
2652,8fb12357cb2cfe6d2483378ded936f04,78560,porto dos gauchos,MT,609.0,-11.53733922382214,-57.40768642638813,high
14385,ef9e69bcadf13b8ad8bbf84799979b72,36800,carangola,MG,215.74,-20.73445258960086,-42.03154458299644,high
10527,5476fc5a4a6fd7f746b9e0461a585ec8,13145,paulinia,SP,264.9,-22.73306060560335,-47.17829082930352,high
22938,028296541bfb0fe84ab460804e4c0dce,1035,sao paulo,SP,159.8,-23.541577961711493,-46.64160722329613,high
24582,4947ed0080ce336bb4367837139e305d,89500,cacador,SC,149.99,-26.77759782919396,-51.0266006692904,high
570,51c6848f573e6dc72a7f13433273871f,3568,sao paulo,SP,1299.99,-23.539098006665103,-46.48619464224707,high
16711,5ebd2c3c300970d885d058c5d7e88f16,36016,juiz de fora,MG,198.9,-21.772205528997677,-43.35345796280802,high
25791,dc4648ca41464691fa5c665fd0e3d93b,21940,rio de janeiro,RJ,149.0,-22.817453343326203,-43.2015902282878,high
18568,1a99ec6b475ac15e5740d4050153dea9,23060,rio de janeiro,RJ,180.9,-22.89838745195309,-43.61308366857508,high
2724,15072151aa98cf4ee2cccddf6b87f080,25850,paraiba do sul,RJ,599.9,-22.15235907980679,-43.2855197300483,high
4542,1a58ae3b5ece841b4ff7cc13f9de4cb7,38443,araguari,MG,439.65,-18.629656907129696,-48.212668291977735,high
11135,f79c969a1665f477201e86ae6e036c30,74453,goiania,GO,252.99,-16.656251988551617,-49.33176945171433,high
1402,903ef81574df4baba67b022204c2aabb,38066,uberaba,MG,855.6,-19.73715956924808,-47.9403436851232,high
16069,d821b0981be9795c42ff1b2dece149cb,2122,sao paulo,SP,199.89000000000001,-23.513172191788303,-46.58263962184772,high
16187,4965d8d652518d91e7b3bfafea09048b,6540,santana de parnaiba,SP,199.7,-23.45999953873564,-46.879733658501294,high
28477,a490d5875edefe9bb8f5101ec2f6b56f,13870,sao joao da boa vista,SP,139.0,-21.97841480270819,-46.79561480625737,high
14998,e5851a5d5596c2aae72e025e1a135877,71927,brasilia,DF,209.0,-15.842186999999996,-48.03074439549317,high
24028,6bb7c9ac69dc13b436f413acec41a1b6,86640,cafeara,PR,153.0,-22.78572718459205,-51.71305504441468,high
31216,e17a413ea1edf0ffb51d36e82b13af18,13214,jundiai,SP,129.78,-23.148804478137823,-46.92948882832884,high
23597,2c0e44268a0a713b6687bf5f37dcc0dc,63475,jaguaribe,CE,157.0,-5.884427610653892,-38.609923946730525,high
22681,3826502d225fb6f4086eef48b5ba61aa,21615,rio de janeiro,RJ,159.9,-22.867797310029363,-43.405730754227065,high
2645,77d9467ee197c820552759b1d53a1f20,12211,sao jose dos campos,SP,610.0,-23.15832304218365,-45.88866731334759,high
13006,bc73ec741e60dfecfc072938cbcf50d0,35930,joao monlevade,MG,229.9,-19.801331997431117,-43.17722186400949,high
12089,7910975021e70cb7c58983aa83566ca1,41830,salvador,BA,239.99,-13.00486273633788,-38.46539390896759,high
6322,c1977e8e3ea0900e70cd1dd70123d382,15500,votuporanga,SP,359.67,-20.42166389708112,-49.96336392178048,high
27105,0d9ecb9ba540f4b7d8f3c115d6fb4a3f,11355,sao vicente,SP,143.8,-23.951543608128816,-46.40763583542016,high
3988,c4cfcd036711f6a5743b36d378124f5d,7020,guarulhos,SP,489.9,-23.46957611878932,-46.53809007799066,high
3662,ec39deaa5a0e6be91e4a5e49238d6501,4387,sao paulo,SP,514.0,-23.66556687621902,-46.65126193505109,high
1777,4aa0c46b5c1289bf772e2e2731cebcb4,64400,amarante,PI,760.0,-6.249830263775127,-42.85098995177482,high
18756,d5292e185ba6169c80ab77fe218ef01b,41830,salvador,BA,179.99,-13.00486273633788,-38.46539390896759,high
19666,bc70a522844989a1758d7afa37a4d613,23894,seropedica,RJ,179.0,-22.746307968387804,-43.69473581382141,high
5145,f513f43c38ae261dab254c60577c21f5,6124,osasco,SP,399.8,-23.546423788764656,-46.801176989988015,high
27588,987a22759047f7c0daa2cc0459201b9c,3576,sao paulo,SP,139.99,-23.549435947544563,-46.50597101096426,high
6133,d3742f1936109883f8b0f5c07de69010,21330,rio de janeiro,RJ,368.0,-22.88071189148247,-43.37148510017898,high
28648,a62e0d6d1775ff1936a4eb52dbbedd00,19815,assis,SP,139.0,-22.651747459893823,-50.38975850805008,high
1866,d870a06834e68bdc8864f3a9a97e73ec,26525,nilopolis,RJ,747.0,-22.800936387437307,-43.42486085339982,high
17402,60d2143d5622c5f6708253156c308b5e,88540,otacilio costa,SC,190.4,-27.50303152475152,-50.12361082120724,high
28339,796d1c459382fbc03c2012eb91584ee3,30411,belo horizonte,MG,139.8,-19.92159682447856,-43.95817411951201,high
15941,8c12687aad88863f160627aa762e5422,22011,rio de janeiro,RJ,199.9,-22.962511351924544,-43.17640771510184,high
19417,a0d176a2cde245d64fe141d7a28a071c,79004,campo grande,MS,179.6,-20.46994200109652,-54.612753842691966,high
9429,b3b959dc3e0e98716712957849a230d8,98801,santo angelo,RS,286.99,-28.302982775967653,-54.26130006953182,high
12842,22d4b7698f19293a194d173a87079c8a,13970,itapira,SP,229.99,-22.433825323698517,-46.82482361170907,high
16744,703ebb717ef47804a35012c0c2231684,5303,sao paulo,SP,198.0,-23.526508568411355,-46.731702782676464,high
8880,1d8b0ad18933da9e3bb6f4a02f86cd70,35660,para de minas,MG,299.0,-19.84716972915744,-44.60195651841526,high
14477,dc3d6346af325d32d18c72749b1098e6,39165,serra azul de minas,MG,215.0,-18.360558461348287,-43.16725461853702,high
31363,83e9758d5346b127eae0f24e6400c13c,23087,rio de janeiro,RJ,129.0,-22.882747506780664,-43.55197219900165,high
18133,b684b60ef68efe5ed11b5f3306234da3,13026,campinas,SP,188.0,-22.913757387731557,-47.045573963500495,high
22563,95d1f6f4425e77caf5dfe0329939a7d8,97800,sao luiz gonzaga,RS,159.94,-28.41239104550744,-54.96008333012874,high
1984,fe947af6540d580b9703d0332d04f0e3,80230,curitiba,PR,718.0,-25.44041155231119,-49.27281542157665,high
71,c949c73b1318491d6b5b117acb3e24a4,8773,mogi das cruzes,SP,2649.0,-23.517127104923187,-46.19066721624193,high
30368,d06913007c5165b2ebdba85faf599b4c,18271,tatui,SP,129.99,-23.32324191018052,-47.8687957109749,high
19807,f0cf6e4ed0e235e8fed8a6e2d209711b,89203,joinville,SC,178.9,-26.302574503750908,-48.85193236372555,high
10417,e30c1f6a95fe5947fcaaa205dabc8f05,11665,caraguatatuba,SP,268.0,-23.64498629682881,-45.42645011145103,high
19934,5a5fdc74741b68553a92d2272df59123,14540,igarapava,SP,177.9,-20.041053762308174,-47.75366751993626,high
22526,607be94942447115f229a062199e5d49,22461,rio de janeiro,RJ,159.98,-22.96070967499565,-43.213958465173945,high
30414,c90df77e489e7f7fb26182fb93c22367,11030,santos,SP,129.99,-23.981964066882146,-46.31003955926474,high
12379,6e896394a8caa8730dfc4db1d8de3e10,6655,itapevi,SP,238.9,-23.55598641767845,-46.91197686352571,high
29625,496c01c781af0a8ce28dce043c77efbf,14810,araraquara,SP,134.9,-21.778926590339896,-48.15890478322473,high
13263,f2700f476268e49c5b492e158081217d,78053,cuiaba,MT,228.0,-15.63749716718216,-55.97392519100508,high
26824,eb21169c3153a2b507fc7e76d561ff14,22723,rio de janeiro,RJ,144.99,-22.915126647964037,-43.40987975082128,high
15826,04ae551b5f47d2ad463a30d96c15ca7f,24230,niteroi,RJ,199.9,-22.911270381614717,-43.10515133611283,high
810,b7dfe0920bbd2c5fc78ce89e7363d48c,41701,salvador,BA,1106.99,-12.94150972522938,-38.40461312683939,high
24740,254cc55d487e49155d9a904883f7dfd0,92120,canoas,RS,149.99,-29.956390513994027,-51.16761355689882,high
18834,6ca0aea69fb3cdae75e045e6e0e39b07,35900,itabira,MG,179.99,-19.63165621067063,-43.212335433135365,high
12160,aef40bdd0a556d01574ae336a05d66ae,41740,salvador,BA,239.9,-12.95671224530958,-38.40792767251398,high
25677,1076879cc2d46bfe7dd195cb9efa854f,20745,rio de janeiro,RJ,149.0,-22.899652460060015,-43.30488145315579,high
2104,014410afdd8e0393ec17e9d8488449e0,36884,muriae,MG,699.0,-21.12842778573488,-42.37999506994058,high
5909,4831e521ed6e409038e639c3dbbc79fc,39280,buritizeiro,MG,376.8,-17.355926266727163,-44.959898092300094,high
29909,616d5e771bded90788a256982aa9ce5e,58081,joao pessoa,PB,131.99,-7.178177231750257,-34.8975292209302,high
17272,4ca44a27ba34f607ea3ae793a034ab02,21833,rio de janeiro,RJ,192.99,-22.885014834035367,-43.49889909463906,high
6528,8416fd034dbaeface8a52c0819d3dffa,74870,goiania,GO,349.99,-16.728379621531005,-49.21725962541122,high
1757,11f97da02237a49c8e783dfda6f50e8e,74885,goiania,GO,765.0,-16.735303440722898,-49.20675061407453,high
5633,28e4e07d6455f539a49cf5965f88760e,13469,americana,SP,385.6,-22.711207505135885,-47.367894719400994,high
9246,fb59e2e9bdec569f4fc4a6aa5d0bbb72,6764,taboao da serra,SP,289.9,-23.612294462020333,-46.76578686529368,high
14631,191e508e616b091863829ce8d0c7eab6,1317,sao paulo,SP,210.9,-23.56281094772712,-46.64538049222014,high
14542,666460795fb697dfbf23ad82315b2148,13600,araras,SP,213.26,-22.35906286886278,-47.3807194132873,high
3122,428fb2f8e861bae7c28b798aa8e32bf3,4815,sao paulo,SP,570.0,-23.70689244546711,-46.69166124271453,high
18472,fee24222fefa5a001d302a0492fecc7d,8253,sao paulo,SP,183.8,-23.55644627808883,-46.437270485977294,high
18620,a621c2c0af1dd7269c1ce20602f1bf9d,44050,feira de santana,BA,180.0,-12.23425674271452,-38.953730116019344,high
2287,cb63cb03a7c4bc9edcdd6e3ea0918ce5,22040,rio de janeiro,RJ,669.0,-22.96700369193254,-43.18314576657629,high
17080,917d539e4819abbe6b62ae362facffe3,13183,hortolandia,SP,195.0,-22.84130864526152,-47.21940877608377,high
24812,cb4418cdf55766fecd7a956ab4bc93f6,3359,sao paulo,SP,149.96,-23.566061323712944,-46.54482052301097,high
744,cbd08b04b3f301152b7570da5e9c8cc4,80730,curitiba,PR,1189.6999999999998,-25.4335612739339,-49.29695352080336,high
22955,9ab7e264a4fe8551657555d5bbdc6258,8285,sao paulo,SP,159.8,-23.55296249070916,-46.472750648767935,high
20305,65bcf4a3a37c16083a685d439fcf887d,15685,ouroeste,SP,174.0,-20.00472845531312,-50.36990917648097,high
5657,408aee96c75632a92e5079eee61da399,22260,rio de janeiro,RJ,384.99,-22.94914024395528,-43.1890677882164,high
11874,fff7219c86179ca6441b8f37823ba3d3,28680,cachoeiras de macacu,RJ,245.8,-22.46501185656128,-42.657960353794586,high
13792,df1a450e996ad53a84e494263a4e35d8,19560,indiana,SP,219.99,-22.177823664454152,-51.254713244373534,high
19094,c14bcf825efa083cbffda0036cccde7d,13064,campinas,SP,179.9,-22.89149811512646,-47.14575284988991,high
4109,5e107141755c25a665b011009bc254b9,80210,curitiba,PR,479.0,-25.43871208756084,-49.24089260093047,high
24482,18b45cf796e2fb3ce4a21649a4e2b332,69037,manaus,AM,150.0,-3.0759726414735384,-60.0860595364418,high
20801,73d7ca83ac1db719be952345c422ef6d,95680,canela,RS,169.99,-29.374542581978403,-50.7993160369122,high
31370,9141c8ae173873e1edc4c5ab7e2085ff,38270,campina verde,MG,129.0,-19.532123317424016,-49.48745803479252,high
22620,96d632934b150c3792258765ff85ec21,3015,sao paulo,SP,159.9,-23.53718574381104,-46.59403568082404,high
17351,f11e8efa1972ccd3da94cc9ba36b88ae,8571,itaquaquecetuba,SP,191.0,-23.48780343844956,-46.34500856315015,high
11453,2433f2a7a441dc7f159530aa84babd67,4018,sao paulo,SP,249.9,-23.58844697668647,-46.6399644096601,high
14442,d6136a4931a2bfbdeb920e6adda167bd,2311,sao paulo,SP,215.0,-23.467841015263435,-46.60066694685207,high
28007,46782345bd75fa74520d674e6d50fccc,9130,santo andre,SP,139.9,-23.681251529834388,-46.509166226470136,high
20381,a72b60a7c28c1790133e377f30f48b92,89694,faxinal dos guedes,SC,173.0,-26.849580675078037,-52.256987290082144,high
22541,601d40163a6d34466955fe5b67a2c549,22270,rio de janeiro,RJ,159.98,-22.95379584124873,-43.18465490536092,high
12412,08be381b4b9e40a1acdbc7c6fd2ded86,35240,conselheiro pena,MG,238.0,-19.07527015963293,-41.53085191278982,high
2189,005f060d4223956c62b64e9567a36f0f,13211,jundiai,SP,689.0,-23.179889672043977,-46.928510109318665,high
30113,1fcf4a514d74065031ebd5ef88a56e9e,13453,santa barbara d'oeste,SP,130.0,-22.73579256527013,-47.41089508396748,high
3946,42faa104cfd94b3552f4dff8eb28a722,3568,sao paulo,SP,494.0,-23.539098006665103,-46.48619464224707,high
27589,2b3c471b22d0a7bdf5506e54c52d883c,31320,belo horizonte,MG,139.99,-19.88015521510183,-43.98396787691152,high
312,a1a9e43decb5941c1fc7f7c5fd507c5d,26600,paracambi,RJ,1670.0,-22.609707785965465,-43.7136934532079,high
5389,9a9ef1d54eaedee3a50ed4de780713ea,32606,betim,MG,394.65,-19.945696526227707,-44.20447999417161,high
23163,acb3d7949a3ea9e1e5b4bfcf837115e6,13040,campinas,SP,159.0,-22.926904742714527,-47.067241683593984,high
13593,31b4f68df2f79cde4ba71e214ae27202,13278,valinhos,SP,220.64,-23.00828704369726,-47.00919837209965,high
10748,a983b4ae29b2e9abd7e2cddd4aee93a0,62200,nova russas,CE,259.9,-4.718573972226268,-40.56079296286107,high
9473,8e3c9cb462e961440d0017f034d6d46c,65922,joao lisboa,MA,285.0,-5.450650432159658,-47.40242449487213,high
23482,7dad8fac5907c97cce8b740ce67f178b,36227,piedade do rio grande,MG,157.98,-21.486125999999945,-44.156631499999975,high
19266,bd26f91b19a11754e2f83d570af96b88,5084,sao paulo,SP,179.9,-23.53084304143074,-46.7223583721758,high
21515,e1138d7339e4fe9cb783f3a04ebe7406,29090,vitoria,ES,168.98,-20.258271017529587,-40.26903411769548,high
31414,b5942bee6bddbc0becb625c49cc1c46b,4703,sao paulo,SP,129.0,-23.620071352761272,-46.69346509838999,high
13802,d31233132950973bd0df88d4523ed465,89540,santa cecilia,SC,219.99,-26.96393791235805,-50.41650490545868,high
10601,5b443105e33ee411be7c0f5a5e630366,95190,sao marcos,RS,260.0,-28.9654729747681,-51.04802612381615,high
7195,b46025afbb68faa3eae275eb50eb2966,13806,mogi mirim,SP,334.89,-22.410052544109128,-46.97276509151268,high
472,a5934d510efd935a606ea73b93af950c,11020,santos,SP,1399.0,-23.962449666397312,-46.31498829170751,high
7259,96dc025f710c62b2f8eddda55120c04c,66095,belem,PA,330.0,-1.4282248678804774,-48.45969414418032,high
30001,10b7a445344f48224549eba018862570,59490,ielmo marinho,RN,130.8,-5.823806150301517,-35.552830968995934,high
24911,6000bcf9cbc383ee27ff08d88d23da3a,79052,campo grande,MS,149.9,-20.495221534045186,-54.58451356733091,high
13047,b91544f0ccc8481c157810c3378b2fac,4843,sao paulo,SP,229.9,-23.74028612323272,-46.69436740882336,high
10832,d10787b32d16b38ae1d0ad078845037d,74710,goiania,GO,259.8,-16.674347824992825,-49.216713318104425,high
1574,42f4968985f42ab8bb656fc5d9b5967a,21830,rio de janeiro,RJ,799.99,-22.877869452680468,-43.48459215889548,high
11237,482b517bebe057b7151e0504eb467424,95690,rolante,RS,250.0,-29.65510565471189,-50.577744262161566,high
6845,2badb89298df400ba5c894b963a044b5,23066,rio de janeiro,RJ,348.8,-22.883500722206897,-43.62784933672958,high
817,f9ae928da15e82a3fc6f97b3751ebea2,37018,varginha,MG,1106.99,-21.54644063580095,-45.430569121399685,high
20867,e5b75e2fa9e1505a0a3287e1702b54cc,27963,macae,RJ,169.9,-22.33224074792101,-41.74882256573231,high
16128,4dd4862366d29145386ec1c6ce5852f4,30421,belo horizonte,MG,199.8,-19.939688821541896,-43.97533764669048,high
7928,7cc8c55781241cb0699be8b935e8e5a2,56912,serra talhada,PE,318.98,-7.995723678645475,-38.2943858856486,high
10812,ac679b68f9307ab0c783357fe16eb0fd,21610,rio de janeiro,RJ,259.9,-22.863308981966597,-43.374763974609,high
22738,02c2bf0584517bcaf707619e633fa6ee,93344,novo hamburgo,RS,159.9,-29.676297206103012,-51.15850882038814,high
28932,65b2a81f1c849b7d6bb208c7465abbe6,13401,piracicaba,SP,138.0,-22.75658158673322,-47.6511707514571,high
3124,f6e9a8300707615cf6ca3a8517e5af72,35740,esmeraldas,MG,570.0,-19.80187464917277,-44.151302150264485,high
21397,f2b309d635229f7ff00c0ec3ca616d92,6472,barueri,SP,169.0,-23.48430859074361,-46.84897173739372,high
14084,50344414b85e2dc2ef9fc59c456aab28,12050,taubate,SP,219.64999999999998,-23.01639938574233,-45.57743387347865,high
608,f384b670963f2cf3ff4909da5a5c93e1,5109,sao paulo,SP,1298.9,-23.501787056062103,-46.76046988343239,high
7593,ef615978504f00be4e6e171ca068e160,72669,brasilia,DF,325.0,-15.793363257833736,-47.84922424340701,high
12553,242d68fe55e871c756dfaf117ff478eb,6436,barueri,SP,235.0,-23.53994293192069,-46.88676604933411,high
6011,d06745595c439d22b6010eb4a6e86c98,95700,bento goncalves,RS,369.99,-29.16904841329661,-51.52189899460921,high
11957,d927267e54f07b9e0fd408d2f840024c,24800,itaborai,RJ,242.70999999999998,-22.734001459672847,-42.86323433666325,high
26312,d6ed810cf6ad03d565b645f0eb0d12a7,39848,sao jose do divino,MG,148.0,-18.47927585879523,-41.38539809105656,high
6783,26ee6866e32b3a70b86545f99bcafe8f,22631,rio de janeiro,RJ,349.0,-23.0043086872296,-43.32450783783356,high
30492,d44c19aefc1789bd4aa346b92b851c0d,28040,campos dos goytacazes,RJ,129.99,-21.92630352099997,-41.526771260999965,high
26536,b1594e6c58948053ffe3901e946c66ea,22420,rio de janeiro,RJ,146.0,-22.984848450458767,-43.20073414542106,high
3607,fc2261ae2c583aa2e68241456a6467c8,86140,primeiro de maio,PR,519.9,-22.85022326086281,-51.02415831502344,high
27416,95a42937fa866fba28ac1090ec50e29b,44300,cachoeira,BA,140.0,-12.605515120569944,-38.96137168839266,high
23688,2f2e2e176fe4bf67bc1b9a8e4d5ecb18,13042,campinas,SP,155.99,-22.931095563908823,-47.05470585586861,high
11252,5011569297e6d342cc04f51f923409d6,30535,belo horizonte,MG,250.0,-19.92617665751052,-43.9900225881182,high
15724,724046dfbe631c5ec36eb1256157a910,91330,porto alegre,RS,199.98,-30.02870741909516,-51.16881473134623,high
32130,0e475ef672ef3e51df0bf896b5949edb,1401,sao paulo,SP,125.97,-23.569747571977175,-46.65100357197719,high
16007,a26b156b97861290e0b947bcdf2b1abf,74936,aparecida de goiania,GO,199.9,-16.764070999999944,-49.29423866599996,high
9885,e0faaaa5e888cd42e05f697c6dcb398f,21870,rio de janeiro,RJ,278.0,-22.87130753067111,-43.45235439953255,high
9160,d44ccec15f5f86d14d6a2cfa67da1975,62800,aracati,CE,290.8,-4.562180013655128,-37.76662475281954,high
